,Company,TypeName,RAM(GB),OpSys,Weight(kg),TouchScreen,IPS,PPI,CPU,HDD,SSD,GPU Brand,Price(€)
481,Dell,Notebook,4,Windows,2.18,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,345.9791859552
482,HP,Notebook,4,Windows,1.49,0,1,165.6321180513006,Intel Core i5,0,128,Intel,428.197901472
483,Chuwi,Notebook,4,Windows,1.89,0,0,141.21199808219862,Other Intel,0,0,Intel,146.8022833008
484,Lenovo,Notebook,4,Windows,2.3,0,0,100.45466986113651,Intel Core i3,0,128,Intel,333.23941368000004
485,Lenovo,Notebook,8,Windows,1.75,0,1,157.3505121487356,Intel Core i5,0,256,Intel,618.704681328
486,Dell,Workstation,16,Windows,2.17,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,1378.9623879360001
487,Dell,Notebook,16,Windows,2.06,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,1120.038312528
488,Lenovo,Ultrabook,16,Windows,1.36,0,1,176.23257360658386,Intel Core i7,0,512,Intel,1060.468081056
489,Asus,Ultrabook,16,Windows,0.91,0,0,176.23257360658386,Intel Core i7,0,512,Intel,1150.1183304
490,Lenovo,Notebook,8,Windows,2.3,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,596.87602522128
491,Toshiba,Ultrabook,32,Windows,1.05,1,0,165.6321180513006,Intel Core i7,0,512,Intel,1650.8621573280002
492,Asus,Gaming,8,Windows,1.99,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,796.2357672
493,Acer,Notebook,8,Windows,2.2,0,0,100.45466986113651,AMD,1000,0,AMD,341.496673488
494,Asus,Gaming,24,Windows,4.33,1,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,748.461621168
495,Lenovo,Ultrabook,8,Windows,1.3,0,1,125.36742798669837,Intel Core i5,0,180,Intel,648.194894928
496,Lenovo,Notebook,8,Windows,2.17,0,0,141.21199808219862,Intel Core i7,0,256,Intel,530.1750601007999
497,HP,Notebook,8,Windows,1.48,0,0,157.3505121487356,Intel Core i7,0,1000,Intel,1031.567671728
498,Lenovo,Notebook,8,Windows,1.4,0,1,165.6321180513006,Intel Core i3,0,256,Intel,559.7242541280001
499,Lenovo,Notebook,8,Windows,2.3,0,1,141.21199808219862,Intel Core i5,0,256,Intel,537.311691792
500,Asus,Netbook,4,Windows,1.2,0,0,135.0942111925629,Other Intel,0,0,Intel,200.53345248000002
501,HP,Notebook,8,Windows,1.91,0,0,100.45466986113651,Intel Core i5,0,256,AMD,365.08294632528003
502,Lenovo,2 in 1 Convertible,8,Windows,1.4,1,1,158.48253022174808,Intel Core i5,0,256,Intel,943.0970309280001
503,Lenovo,Notebook,4,Windows,2.1,0,0,111.93520355955211,Other Intel,500,0,Intel,176.35147732800002
504,Lenovo,Netbook,4,Other,1.25,0,0,135.0942111925629,Other Intel,0,16,Intel,156.29813208000002
505,Lenovo,Notebook,8,Windows,1.44,0,0,165.6321180513006,Intel Core i5,0,256,Intel,559.7242541280001
506,Asus,Notebook,8,Windows,2.0,0,0,141.21199808219862,Intel Core i7,1000,256,Intel,721.9204289280001
507,Acer,Notebook,4,Windows,2.2,0,1,141.21199808219862,Intel Core i5,1000,0,Nvidia,361.550018736
508,HP,Ultrabook,8,Windows,1.34,0,1,165.6321180513006,Intel Core i7,0,512,Intel,780.3110518560001
509,Lenovo,Gaming,8,Other,2.4,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,677.685108528
510,Dell,Ultrabook,8,Windows,1.29,1,1,165.6321180513006,Intel Core i5,0,128,Intel,530.234040528
511,Acer,Notebook,4,Windows,2.2,0,0,141.21199808219862,Intel Core i7,500,0,Nvidia,376.884929808
512,Dell,Notebook,8,Windows,2.18,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,493.07637139200006
513,Dell,Notebook,16,Windows,2.2,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,719.1129605932799
514,Xiaomi,Notebook,16,Other,1.95,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,825.6964905864
515,Asus,Netbook,2,Windows,1.1,0,0,135.0942111925629,Other Intel,0,0,Intel,144.50204664
516,HP,Notebook,4,Windows,2.04,1,0,100.45466986113651,Intel Core i5,1000,0,Intel,307.56523371984
517,Asus,Gaming,24,Windows,2.24,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,1750.5390792960002
518,HP,Notebook,8,Windows,2.04,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,524.335997808
519,Asus,Gaming,16,Windows,3.0,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,887.065625088
520,Lenovo,Gaming,8,Windows,3.2,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,825.1361765280001
521,HP,Ultrabook,8,Windows,1.32,0,1,165.6321180513006,Intel Core i7,0,256,Intel,825.1361765280001
522,Dell,Notebook,8,Windows,1.64,0,0,157.3505121487356,Intel Core i5,0,256,Intel,754.79022100656
523,HP,Notebook,4,Windows,1.63,0,0,100.45466986113651,Intel Core i3,0,128,Intel,406.375143408
524,Dell,Notebook,8,Linux,2.8,0,1,127.33567457123111,Intel Core i5,1000,128,AMD,524.335997808
525,Lenovo,Notebook,8,Windows,2.02,0,0,157.3505121487356,Intel Core i5,0,256,Intel,790.33772448
526,Lenovo,Notebook,4,Windows,2.2,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,471.25361332800003
527,Lenovo,Notebook,8,Other,2.2,0,0,100.45466986113651,Intel Core i3,2000,0,Nvidia,270.72016084800003
528,Dell,Notebook,4,Windows,2.3,0,0,141.21199808219862,Intel Core i5,500,0,AMD,345.03549912
529,Dell,Notebook,8,Windows,1.9,0,0,141.21199808219862,Intel Core i5,0,256,Intel,812.160482544
530,Dell,Gaming,16,Windows,4.42,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,1776.9446165534403
531,Toshiba,Notebook,8,Windows,2.0,0,1,141.21199808219862,Intel Core i5,500,0,Intel,507.23167392000005
532,Asus,Notebook,8,Windows,2.0,0,1,282.42399616439724,Intel Core i7,1000,256,Nvidia,766.1557493280001
533,Mediacom,Notebook,4,Windows,1.2,0,1,165.6321180513006,Other Intel,0,32,Intel,217.637776368
534,Asus,Gaming,8,Windows,2.3,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,972.587244528
535,Dell,Notebook,8,Windows,1.93,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,807.442048368
536,Dell,Notebook,8,Windows,2.2,0,0,141.21199808219862,Intel Core i5,0,256,AMD,470.31582453552005
537,HP,Notebook,4,Windows,1.86,0,0,141.21199808219862,Other Intel,0,256,Intel,235.32600648528
538,HP,Gaming,12,Windows,2.62,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,1061.057885328
539,Lenovo,Notebook,8,Windows,1.87,0,1,157.3505121487356,Intel Core i7,0,256,Nvidia,506.641869648
540,Dell,Ultrabook,8,Windows,1.2,1,0,276.053530085501,Intel Core i7,0,256,Intel,825.1361765280001
541,Dell,Notebook,4,Windows,1.6,0,0,157.3505121487356,Intel Core i3,0,128,Intel,434.01926963664
542,HP,Ultrabook,8,Windows,1.34,0,1,276.053530085501,Intel Core i7,0,256,Intel,675.32589144
543,Acer,Gaming,8,Linux,2.4,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,470.66380905600005
544,Asus,Notebook,4,Windows,2.0,0,0,100.45466986113651,AMD,500,0,AMD,205.84169092800002
545,HP,Notebook,4,Windows,2.1,0,0,141.21199808219862,Intel Core i3,0,128,Intel,416.10691389600004
546,Lenovo,Notebook,4,Windows,1.87,0,0,157.3505121487356,Intel Core i5,500,0,Intel,462.99635352000007
547,Lenovo,Notebook,4,Other,2.15,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,272.6960051592
548,HP,Notebook,4,Windows,1.86,0,0,141.21199808219862,Intel Core i3,500,0,Intel,234.152295984
549,Lenovo,Notebook,8,Windows,1.99,0,1,141.21199808219862,Intel Core i7,0,512,Intel,1019.771586288
550,Lenovo,Notebook,4,Windows,2.2,0,0,141.21199808219862,Intel Core i3,0,128,Intel,294.312331728
551,Dell,Notebook,8,Windows,1.9,0,0,141.21199808219862,Intel Core i5,0,256,Intel,658.80547378128
552,Dell,Gaming,16,Windows,4.42,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,1591.881730128
553,HP,Notebook,8,Windows,2.65,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,320.94199460880003
554,HP,Notebook,8,Windows,2.63,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,754.9494681599999
555,Asus,Notebook,4,Linux,2.0,0,0,100.45466986113651,Other Intel,500,0,Intel,132.116156928
556,Mediacom,Notebook,4,Windows,1.35,0,1,165.6321180513006,Other Intel,0,0,Intel,150.40008936
557,Lenovo,Notebook,6,Windows,2.8,0,0,106.11306214269258,Intel Core i7,1000,128,Nvidia,559.7242541280001
558,HP,Notebook,6,Windows,1.91,0,1,141.21199808219862,AMD,0,128,AMD,335.5396503408
559,Dell,Notebook,4,Windows,2.18,0,0,100.45466986113651,Intel Core i3,1000,0,AMD,364.4400596688
560,Acer,2 in 1 Convertible,4,Windows,1.25,1,1,189.90579052433606,Other Intel,0,0,Intel,205.84169092800002
561,Lenovo,Notebook,4,Windows,2.05,0,0,141.21199808219862,Intel Core i3,0,128,Intel,371.57669136000004
562,HP,Ultrabook,16,Windows,1.16,1,1,276.053530085501,Other Intel,0,512,Intel,1158.96539448
563,Lenovo,Notebook,8,Windows,3.4,0,1,127.33567457123111,Intel Core i7,0,256,Nvidia,1768.8230117280002
564,Asus,Notebook,8,Windows,2.5,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,494.845784208
565,Dell,Ultrabook,8,Windows,1.21,1,1,331.2642361026012,Intel Core i5,0,128,Intel,943.0970309280001
566,Dell,Notebook,4,Windows,1.93,0,0,100.45466986113651,Intel Core i5,500,0,Intel,565.622296848
567,Fujitsu,Notebook,8,Windows,2.2,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,435.865357008
568,Lenovo,Notebook,4,Windows,2.2,0,0,141.21199808219862,Other Intel,500,0,Intel,202.892669568
569,Lenovo,Notebook,4,Windows,2.02,0,0,111.93520355955211,Intel Core i5,500,0,Intel,583.90622928
570,HP,Workstation,8,Windows,3.14,0,0,106.11306214269258,Intel Core i5,500,0,Nvidia,1097.6198521492802
571,HP,Notebook,8,Windows,1.94,0,0,111.93520355955211,Other Intel,2000,0,Intel,229.433861808
572,HP,Notebook,6,Windows,1.95,0,1,141.21199808219862,AMD,0,256,AMD,382.782972528
573,Lenovo,Notebook,8,Windows,2.3,0,0,141.21199808219862,Intel Core i5,0,256,Intel,489.53754576000006
574,Lenovo,Notebook,4,Windows,2.05,0,0,141.21199808219862,Intel Core i5,500,0,Intel,404.01592632000006
575,Mediacom,Notebook,4,Windows,1.4,0,0,157.3505121487356,Other Intel,0,32,Intel,146.861263728
576,Toshiba,Ultrabook,16,Windows,1.24,1,0,157.3505121487356,Intel Core i7,0,512,Intel,1099.98496728
577,Lenovo,Gaming,32,Windows,4.6,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,1570.6487763359999
578,MSI,Gaming,16,Windows,4.14,0,0,127.33567457123111,Intel Core i7,1000,512,Nvidia,1609.575858288
579,Dell,Notebook,8,Linux,2.2,0,0,141.21199808219862,Intel Core i7,0,256,AMD,441.7692977707201
580,Mediacom,Notebook,4,Windows,1.45,0,1,157.3505121487356,Other Intel,0,32,Intel,229.433861808
581,Dell,Notebook,8,Windows,1.9,0,0,100.45466986113651,Intel Core i5,500,0,Intel,594.8294043974399
582,HP,Notebook,4,Windows,1.49,0,0,165.6321180513006,Intel Core i3,0,128,Intel,424.06927156800003
583,Dell,Notebook,16,Windows,1.93,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,906.7591897300799
584,Dell,Netbook,4,Other,1.26,0,0,135.0942111925629,Other Intel,0,0,Intel,173.99226024
585,MSI,Gaming,16,Windows,4.5,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,1385.450234928
586,HP,Gaming,16,Windows,3.78,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,883.526799456
587,Lenovo,Ultrabook,12,Windows,1.4,0,1,157.3505121487356,Intel Core i7,0,256,Intel,986.742547056
588,Lenovo,Notebook,12,Windows,2.2,1,0,100.45466986113651,Intel Core i7,1000,0,Intel,359.19080164800005
589,Asus,Gaming,8,Windows,2.73,0,1,127.33567457123111,Intel Core i5,1000,128,Nvidia,1043.9535614400002
590,Asus,2 in 1 Convertible,8,Windows,2.2,1,0,100.45466986113651,Intel Core i5,1000,0,Intel,435.865357008
591,Lenovo,Notebook,12,Windows,2.2,0,0,141.21199808219862,AMD,0,512,AMD,559.7242541280001
592,Dell,2 in 1 Convertible,4,Windows,1.39,1,0,135.0942111925629,Other Intel,0,128,Intel,355.651976016
593,Samsung,Notebook,16,Windows,2.5,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,1002.0774581280001
594,Lenovo,Notebook,4,Other,2.8,0,0,127.33567457123111,Intel Core i3,500,0,Intel,312.006459888
595,Lenovo,Notebook,8,Windows,2.29,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,270.72016084800003
596,Lenovo,2 in 1 Convertible,8,Windows,1.37,1,1,165.6321180513006,Intel Core i7,0,512,Intel,1194.3536508
597,Lenovo,Notebook,8,Windows,1.7,0,1,157.3505121487356,Intel Core i5,0,256,Intel,869.371496928
598,Dell,2 in 1 Convertible,8,Windows,1.34,1,0,176.23257360658386,Intel Core i5,0,256,Intel,984.9731342399999
599,Dell,Workstation,8,Windows,2.06,1,0,141.21199808219862,Intel Core i7,0,256,Nvidia,1039.8249315360001
600,HP,Notebook,8,Windows,1.84,0,0,141.21199808219862,Intel Core i7,0,256,Intel,718.971407568
601,HP,Notebook,4,Windows,2.1,0,0,100.45466986113651,Intel Core i3,500,0,Intel,394.27235974656
602,Acer,Notebook,4,Windows,1.6,0,0,157.3505121487356,Other Intel,0,0,Intel,194.045605488
603,MSI,Gaming,16,Windows,4.14,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,1296.9795941280001
604,Dell,Notebook,4,Linux,2.18,0,0,100.45466986113651,Intel Core i3,1000,0,AMD,274.25898648000003
605,MSI,Gaming,16,Windows,1.8,0,0,282.42399616439724,Intel Core i7,2000,256,Nvidia,1355.960021328
606,Toshiba,Notebook,8,Windows,2.2,0,1,141.21199808219862,Intel Core i7,0,256,Intel,825.1361765280001
607,Lenovo,Notebook,6,Windows,2.4,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,332.649609408
608,Lenovo,2 in 1 Convertible,8,Windows,2.0,1,1,141.21199808219862,Intel Core i7,0,256,Intel,766.1557493280001
609,Acer,Notebook,4,Windows,1.6,0,0,111.93520355955211,Other Intel,0,0,Intel,205.84169092800002
610,Lenovo,Notebook,32,Windows,2.5,0,1,282.42399616439724,Other Intel,0,1000,Nvidia,2889.451128528
611,Dell,Gaming,16,Windows,2.59,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,518.4438531307201
612,Dell,Notebook,4,Linux,2.18,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,261.8141163408
613,Dell,Notebook,4,Linux,2.25,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,211.73973364800003
614,Dell,Notebook,4,Linux,1.93,0,0,100.45466986113651,Intel Core i5,500,0,Intel,512.539912368
615,Asus,Gaming,8,Windows,3.0,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,688.891389696
616,Dell,Notebook,4,Linux,2.18,0,0,141.21199808219862,Intel Core i5,0,128,AMD,335.598630768
617,HP,Ultrabook,8,Windows,1.84,0,0,141.21199808219862,Intel Core i7,0,512,Intel,819.238133808
618,MSI,Gaming,16,Windows,2.94,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,1337.5935162979201
619,Acer,2 in 1 Convertible,4,Other,1.25,1,1,135.0942111925629,Other Intel,0,0,Intel,223.535819088
620,HP,Notebook,8,Windows,2.31,0,0,111.93520355955211,Intel Core i5,0,256,Intel,662.9400017280001
621,Lenovo,Notebook,8,Windows,1.65,0,0,157.3505121487356,Intel Core i5,0,256,Intel,864.0632584800001
622,Dell,Notebook,4,Windows,2.2,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,457.688115072
623,Fujitsu,Notebook,8,Windows,2.2,0,0,100.45466986113651,Intel Core i5,0,256,Intel,471.25361332800003
624,HP,Notebook,4,Windows,1.88,0,0,100.45466986113651,Intel Core i5,500,0,Intel,549.697581504
625,Lenovo,Notebook,8,Windows,2.2,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,530.234040528
626,Mediacom,Notebook,2,Windows,1.4,0,0,157.3505121487356,Other Intel,0,0,Intel,140.963221008
627,Lenovo,Notebook,4,Other,2.2,0,0,141.21199808219862,Intel Core i5,0,128,Intel,276.02839929600003
628,Asus,2 in 1 Convertible,6,Windows,1.5,1,0,165.6321180513006,Intel Core i5,1000,0,Intel,376.89082785072003
629,Dell,Notebook,8,Windows,2.0,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,1073.4437750400002
630,Asus,Ultrabook,16,Windows,1.1,0,0,157.3505121487356,Intel Core i7,0,512,Intel,1120.6281168
631,Dell,Gaming,16,Windows,2.62,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,872.320518288
632,Lenovo,Notebook,4,Windows,1.8,0,0,141.21199808219862,Intel Core i5,0,256,Intel,488.9477414880001
633,Lenovo,Notebook,4,Windows,2.2,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,341.496673488
634,Asus,Notebook,8,Windows,2.0,0,0,100.45466986113651,Other Intel,1000,0,Intel,235.33190452800002
635,Asus,Notebook,8,Windows,1.99,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,534.7283490806401
636,Dell,Ultrabook,8,Windows,1.23,1,0,276.053530085501,Intel Core i5,0,256,Intel,1102.3441843680002
637,Lenovo,Notebook,2,Windows,1.42,0,0,111.93520355955211,Other Intel,0,0,Intel,146.861263728
638,Lenovo,2 in 1 Convertible,8,Windows,1.37,1,1,165.6321180513006,Intel Core i7,0,256,Intel,1036.53382369824
639,Dell,Notebook,16,Windows,2.06,1,0,282.42399616439724,Intel Core i7,0,1000,Nvidia,1414.9404485280002
640,Lenovo,Gaming,8,Windows,2.5,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,654.092937648
641,HP,Notebook,8,Windows,2.6,0,0,107.98564559226952,AMD,1000,0,AMD,307.2290452848
642,Lenovo,Ultrabook,16,Windows,1.14,0,1,157.3505121487356,Intel Core i7,0,512,Intel,1445.0204664
643,Asus,Gaming,8,Other,2.5,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,689.4811939680001
644,Acer,Notebook,4,Windows,2.4,0,0,100.45466986113651,Intel Core i3,500,0,Intel,265.41192240000004
645,Lenovo,Notebook,4,Windows,1.43,0,0,111.93520355955211,Other Intel,0,0,Intel,161.606370528
646,Acer,Ultrabook,8,Windows,1.8,0,1,157.3505121487356,Intel Core i5,0,256,Intel,542.030125968
647,Razer,Gaming,16,Windows,1.95,0,0,157.3505121487356,Intel Core i7,0,256,Nvidia,1532.9013029280002
648,Toshiba,Notebook,8,Windows,1.2,0,0,165.6321180513006,Intel Core i5,0,256,Intel,715.432581936
649,Lenovo,Ultrabook,8,Windows,1.36,0,1,176.23257360658386,Intel Core i7,0,256,Intel,934.2499668480001
650,Asus,Gaming,32,Windows,3.8,0,1,127.33567457123111,Intel Core i7,0,512,Nvidia,1650.8621573280002
651,Acer,Gaming,8,Linux,2.4,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,418.171228848
652,Dell,Ultrabook,8,Windows,1.2,0,0,165.6321180513006,Intel Core i5,0,256,Intel,855.1572139728002
653,MSI,Gaming,8,Windows,2.2,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,702.9287313696
654,HP,Notebook,4,Other,1.86,0,0,100.45466986113651,Intel Core i3,500,0,Intel,215.2195788528
655,Toshiba,Notebook,8,Windows,2.0,0,1,141.21199808219862,Intel Core i5,500,0,Intel,627.551745408
656,Dell,Notebook,8,Windows,2.2,0,0,141.21199808219862,Intel Core i7,0,256,AMD,542.030125968
657,Dell,Notebook,16,Windows,2.2,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,669.42784872
658,Lenovo,Gaming,8,Windows,3.31,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,705.4059093120001
659,Dell,Gaming,32,Windows,4.42,0,1,254.67134914246222,Intel Core i7,1000,512,Nvidia,1856.33227156464
660,Dell,Notebook,8,Windows,1.56,0,0,157.3505121487356,Intel Core i5,0,256,Intel,724.869450288
661,Lenovo,Notebook,4,Windows,2.2,0,0,100.45466986113651,Other Intel,500,0,Intel,247.127989968
662,Lenovo,Notebook,4,Windows,2.2,0,0,141.21199808219862,Intel Core i5,500,0,Intel,315.54528552
663,HP,Notebook,6,Windows,2.04,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,317.904502608
664,MSI,Gaming,8,Windows,2.7,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,876.90329748144
665,Toshiba,Notebook,4,Windows,2.1,0,0,100.45466986113651,Intel Core i3,0,128,Intel,293.722527456
666,Dell,Notebook,8,Windows,2.06,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,563.2630797600001
667,HP,Notebook,8,Windows,2.1,0,0,141.21199808219862,Intel Core i7,1000,0,AMD,439.40418264
668,Toshiba,Notebook,8,Windows,2.0,0,1,141.21199808219862,Intel Core i5,0,256,Intel,741.9737741759999
669,Acer,Notebook,4,Linux,2.1,0,0,100.45466986113651,Intel Core i3,0,128,Intel,242.99936006400003
670,Microsoft,Ultrabook,8,Windows,1.252,1,0,200.84255993695703,Intel Core i7,0,256,Intel,1101.6659094552
671,Lenovo,Notebook,8,Windows,1.9,0,0,141.21199808219862,Intel Core i5,1000,128,AMD,482.4304042824
672,Lenovo,2 in 1 Convertible,8,Windows,1.3,1,1,165.6321180513006,Intel Core i5,0,256,Intel,609.857617248
673,Lenovo,Notebook,4,Windows,2.2,0,0,100.45466986113651,AMD,0,128,AMD,205.84169092800002
674,HP,2 in 1 Convertible,4,Windows,1.63,1,1,157.3505121487356,Intel Core i3,0,128,Nvidia,412.273186128
675,MSI,Gaming,16,Windows,2.4,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,763.206727968
676,Asus,Ultrabook,8,Windows,1.1,0,0,157.3505121487356,Intel Core i5,0,256,Intel,669.42784872
677,HP,2 in 1 Convertible,8,Other,1.4,1,0,135.0942111925629,Other Intel,0,0,Intel,291.95311464
678,LG,Ultrabook,8,Windows,1.09,0,1,141.21199808219862,Intel Core i7,0,512,Intel,1355.960021328
679,Acer,Gaming,16,Windows,2.5,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,766.1557493280001
680,MSI,Gaming,8,Windows,2.2,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,588.5656830288001
681,Asus,Notebook,4,Windows,1.86,0,0,100.45466986113651,Other Intel,0,128,Intel,247.127989968
682,Dell,Gaming,16,Windows,3.21,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,1209.688561872
683,HP,Notebook,4,Windows,2.5,0,1,127.33567457123111,Intel Core i3,0,256,AMD,412.273186128
684,Lenovo,2 in 1 Convertible,8,Windows,1.19,1,1,165.6321180513006,Intel Core i7,0,512,Intel,884.1166037280001
685,Dell,Gaming,16,Windows,3.49,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,1659.56177034
686,HP,Notebook,4,Windows,1.86,0,0,100.45466986113651,Intel Core i5,500,0,AMD,361.31999506992
687,Dell,Notebook,4,Windows,2.2,0,0,100.45466986113651,Intel Core i3,1000,0,AMD,321.83849710223996
688,HP,Notebook,6,Windows,2.65,0,1,127.33567457123111,AMD,2000,0,AMD,335.598630768
689,Lenovo,Notebook,4,Windows,2.1,0,0,100.45466986113651,Other Intel,500,0,Intel,187.55775849600002
690,Acer,Notebook,4,Other,1.45,0,0,111.93520355955211,Other Intel,0,0,Intel,221.176602
691,Lenovo,Notebook,4,Windows,1.7,0,0,157.3505121487356,Intel Core i5,0,256,Intel,412.273186128
692,HP,Workstation,8,Windows,3.14,0,0,127.33567457123111,Intel Core i7,500,0,Nvidia,1125.3406529332801
693,Lenovo,2 in 1 Convertible,8,Windows,1.42,1,0,209.8006828649808,Intel Core i7,0,256,Intel,1527.5930644799998
694,Toshiba,Notebook,8,Windows,1.5,0,1,165.6321180513006,Intel Core i5,0,256,Intel,573.8795566560001
695,Acer,Netbook,4,Windows,1.4,0,0,135.0942111925629,Other Intel,0,0,Intel,158.657349168
696,Lenovo,2 in 1 Convertible,16,Windows,1.38,1,0,157.3505121487356,Intel Core i7,0,512,Intel,1031.567671728
697,Asus,2 in 1 Convertible,4,Other,1.2,1,0,176.23257360658386,Other Intel,0,0,Intel,394.57905796800003
698,Toshiba,Ultrabook,16,Windows,1.36,1,0,165.6321180513006,Intel Core i7,0,512,Intel,1107.062618544
699,HP,Notebook,4,Windows,2.1,0,1,141.21199808219862,Intel Core i7,500,0,AMD,406.375143408
700,Dell,Gaming,8,Windows,2.56,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,483.04969876800004
701,Lenovo,Notebook,4,Windows,2.2,0,0,141.21199808219862,AMD,0,256,AMD,235.33190452800002
702,Lenovo,Notebook,8,Windows,2.2,0,0,100.45466986113651,AMD,1000,0,AMD,253.02603268800002
703,Lenovo,Notebook,4,Windows,2.1,0,0,141.21199808219862,Intel Core i5,2000,0,Intel,366.5338648344
704,Lenovo,Notebook,4,Other,1.9,0,0,100.45466986113651,Intel Core i3,500,0,Intel,265.41192240000004
705,Dell,Notebook,8,Windows,2.18,0,0,141.21199808219862,Intel Core i5,0,256,Intel,468.89439624
706,Acer,2 in 1 Convertible,8,Windows,1.6,1,1,165.6321180513006,Intel Core i5,0,256,Intel,589.214467728
707,Lenovo,Workstation,16,Windows,2.18,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,1094.08692456
708,Lenovo,Notebook,8,Windows,1.8,0,0,157.3505121487356,Intel Core i5,0,256,Intel,702.4568879520001
709,HP,Notebook,6,Windows,2.71,0,1,127.33567457123111,AMD,2000,0,AMD,386.32769620271995
710,Lenovo,Gaming,8,Windows,2.5,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,736.665535728
711,Dell,Notebook,8,Linux,1.64,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia,642.296852208
712,Dell,Notebook,8,Linux,1.98,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,428.197901472
713,Asus,Notebook,4,Windows,1.5,0,0,157.3505121487356,Other Intel,0,0,Intel,175.761673056
714,Dell,Notebook,16,Windows,1.93,0,0,141.21199808219862,Intel Core i5,0,512,Intel,841.4501626915202
715,Lenovo,Notebook,8,Windows,1.87,0,1,157.3505121487356,Intel Core i5,0,256,Nvidia,505.50354740304
716,Dell,Notebook,8,Windows,1.9,0,0,141.21199808219862,Intel Core i5,0,256,Intel,695.3792366880001
717,Lenovo,Notebook,4,Windows,2.19,0,0,100.45466986113651,AMD,500,0,AMD,175.761673056
718,Mediacom,Notebook,4,Windows,1.4,0,1,161.72539083525606,Other Intel,32,0,Intel,156.29813208000002
719,HP,Notebook,8,Windows,2.63,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,707.7651264
720,Lenovo,Ultrabook,8,Windows,1.17,0,1,209.8006828649808,Intel Core i7,0,512,Intel,994.7874773260801
721,HP,2 in 1 Convertible,8,Windows,1.58,1,1,117.82653006268643,Intel Core i5,0,256,Intel,493.43025395520004
